Gene_x	Gene_y	Chromosomal_distance_bp	Remove_by_Chromosomal_distance_or_SameGene	Type_of_gene_x	Type_of_gene_y	SOJ_E_NoMMS	SOJ_E_MMS	SOJ_Class_NoMMS	SOJ_Class_MMS	GIS_xy.NoDrug	GIS_xy.DMSO	GIS_xy.MMS	GIS_xy.4NQO	GIS_xy.BLMC	GIS_xy.ZEOC	GIS_xy.HYDX	GIS_xy.DXRB	GIS_xy.CSPL	W_x.NoDrug	W_x.DMSO	W_x.MMS	W_x.4NQO	W_x.BLMC	W_x.ZEOC	W_x.HYDX	W_x.DXRB	W_x.CSPL	W_y.NoDrug	W_y.DMSO	W_y.MMS	W_y.4NQO	W_y.BLMC	W_y.ZEOC	W_y.HYDX	W_y.DXRB	W_y.CSPL	W_xy.NoDrug	W_xy.DMSO	W_xy.MMS	W_xy.4NQO	W_xy.BLMC	W_xy.ZEOC	W_xy.HYDX	W_xy.DXRB	W_xy.CSPL	W_x_SE.NoDrug	W_x_SE.DMSO	W_x_SE.MMS	W_x_SE.4NQO	W_x_SE.BLMC	W_x_SE.ZEOC	W_x_SE.HYDX	W_x_SE.DXRB	W_x_SE.CSPL	W_y_SE.NoDrug	W_y_SE.DMSO	W_y_SE.MMS	W_y_SE.4NQO	W_y_SE.BLMC	W_y_SE.ZEOC	W_y_SE.HYDX	W_y_SE.DXRB	W_y_SE.CSPL	W_xy_SE.NoDrug	W_xy_SE.DMSO	W_xy_SE.MMS	W_xy_SE.4NQO	W_xy_SE.BLMC	W_xy_SE.ZEOC	W_xy_SE.HYDX	W_xy_SE.DXRB	W_xy_SE.CSPL	SE_GIS_xy.NoDrug	SE_GIS_xy.DMSO	SE_GIS_xy.MMS	SE_GIS_xy.4NQO	SE_GIS_xy.BLMC	SE_GIS_xy.ZEOC	SE_GIS_xy.HYDX	SE_GIS_xy.DXRB	SE_GIS_xy.CSPL	Z_GIS_xy.NoDrug	Z_GIS_xy.DMSO	Z_GIS_xy.MMS	Z_GIS_xy.4NQO	Z_GIS_xy.BLMC	Z_GIS_xy.ZEOC	Z_GIS_xy.HYDX	Z_GIS_xy.DXRB	Z_GIS_xy.CSPL	FDR.neutral_xy.NoDrug	FDR.neutral_xy.DMSO	FDR.neutral_xy.MMS	FDR.neutral_xy.4NQO	FDR.neutral_xy.BLMC	FDR.neutral_xy.ZEOC	FDR.neutral_xy.HYDX	FDR.neutral_xy.DXRB	FDR.neutral_xy.CSPL	Z_GIS_xy.NoDrug_Class	Z_GIS_xy.DMSO_Class	Z_GIS_xy.MMS_Class	Z_GIS_xy.4NQO_Class	Z_GIS_xy.BLMC_Class	Z_GIS_xy.ZEOC_Class	Z_GIS_xy.HYDX_Class	Z_GIS_xy.DXRB_Class	Z_GIS_xy.CSPL_Class
APT2	APT2	0	YES	Neutral	Neutral	NA	NA	NA	NA	-0.496187260600293	-0.742115288051515	-0.775816725735391	-0.821075968051214	-0.943569497522537	-0.989047752057664	-0.804855544436632	-0.890242741795186	-0.742947679809068	1.07305278222361	1.11523266502796	1.10877425050646	1.08520074493794	1.14287099874339	1.099514899438	1.09687796618382	1.1480270238155	1.12985953570084	0.947153748908722	0.914733893763601	0.916304166580654	0.909630205765304	1.00258943725428	0.931232036223662	0.955202056601661	0.937223450145463	0.958116965649636	0.520182814431297	0.277930238043023	0.240289433821789	0.166053743986906	0.202193761821893	0.0347130601396591	0.2426545891843	0.185684470241092	0.339601825339722	0.0448168599506424	0.0684890090633177	0.063916151987295	0.0721459538940499	0.0840059296936102	0.0930743663749775	0.0622701914202374	0.0685886003935419	0.0663029122523809	0.0415920702195495	0.0588475194695464	0.0518383672281755	0.0653388437979284	0.0762133494170803	0.0769549444629413	0.0557972355620731	0.0597340354595474	0.0594929673237822	0.0155447341235304	0.032777489447017	0.0231923138822053	0.0221632671741645	0.0311442882091243	0.0327001891408905	0.0233536084419847	0.0191532233334515	0.0324148659461786	0.0635133261474811	0.0964524304634697	0.0852598770996018	0.0990946318970975	0.125077225535616	0.125502037645581	0.0885013231635167	0.095953219959852	0.0979948971979866	-7.81233310704153	-7.69410666465873	-9.09943518718741	-8.28577645763739	-7.54389532932081	-7.88073062885833	-9.09427696295079	-9.27788293261732	-7.58149353744445	6.02479870222721e-160	6.77535102283279e-162	7.98028542860021e-272	5.5113492803078e-246	1.81784151307052e-121	1.38446412627164e-151	2.32376903247816e-194	1.33640175452046e-212	8.20466692908014e-128	Negative	Negative	Negative	Negative	Negative	Negative	Negative	Negative	Negative
APT2	CLA4	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	0.0486084412918044	0.0285394759298446	0.0366896715245023	0.0293155547604497	0.0269954108962477	0.0562670672095617	0.0526195984871235	0.0592445006963136	0.050717524329781	0.972119965292934	0.946513957974663	0.935727923860062	0.936147104976952	0.986062414803044	0.919495770038563	0.946789795316135	0.892445763377538	0.916669554790873	0.935391047805269	0.901869096189508	0.899723447191956	0.889219304998838	0.970683727503462	0.906664860682988	0.932435082224234	0.902541494249096	0.923684687436699	0.956797093584015	0.880087555080127	0.87567389785544	0.858839535999453	0.979196002921426	0.885593952980822	0.932072570218198	0.855783993128073	0.890163619110165	0.0246830872316584	0.035300989939049	0.0337330546193705	0.0383508625795757	0.0433325397889468	0.0502185328803452	0.0339936648363267	0.0351237143900819	0.0340503700863547	0.0245030182129718	0.0343405367461913	0.0310223621406153	0.0375172384209931	0.0444882536539065	0.0456158517635999	0.0332948878291186	0.0361508040191373	0.0359649155028256	0.00897887543896	0.0191389722311679	0.0135691690524501	0.0128096159904367	0.0180663462142169	0.0191070539277763	0.0135932420529277	0.0113582871876769	0.019064736540685	0.034358756595024	0.0491749071191309	0.0441449874779825	0.0503587794675974	0.0632376977922946	0.0648294365939684	0.0467902971498588	0.0467049956709615	0.0494793637467383	1.41473225776872	0.58036664636102	0.831117497604943	0.582133941099831	0.426887945619314	0.86792466764699	1.12458355027314	1.26848316427847	1.02502377737475	0.00133841170099491	0.592311227384266	0.0128417861093142	0.00989691955704368	0.269558815672334	0.323829128993434	0.0794508504265361	0.00266379872705885	0.0337558305415232	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Positive	Expected
CLA4	CLA4	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA	-0.456690534367778	-0.723874822138604	-0.721954836767188	-0.727364718843629	-0.811828651335604	-0.716681847780778	-0.747252960739879	-0.640445570762503	-0.678512452152097	0.931846467833629	0.885301239083202	0.87601408530439	0.875178766606295	0.925993444682545	0.853209713188659	0.89118563700361	0.816238895771961	0.848930086348422	0.906823214578195	0.867169861426249	0.851634947699867	0.840723347251235	0.888072729950665	0.839926340303722	0.870955047957547	0.784616087240646	0.817030997591213	0.388339340967074	0.0437871074836535	0.0240804081754353	0.00842232552671818	0.0105187479040483	0	0.0289150169253177	0	0.0150664851189854	0.0295553475787515	0.0410804100192983	0.039651959214172	0.0452745378539532	0.0505378738653036	0.0595178269744116	0.0404586650395066	0.0407476233631579	0.0395332465021739	0.0312510074413974	0.0418860231108279	0.040839589491104	0.0441070259298023	0.054886980615701	0.0587301933065051	0.0437318387538263	0.0486967690083146	0.0486100140802303	0.0109311849542555	0.0233400519857003	0.0164027777682313	0.0156129572467438	0.021984505097753	0.0233524659646528	0.0164891451565645	0.013597115230199	0.0229824097177219	0.0410513444804841	0.0564407768166362	0.0518539237850254	0.0563637175742671	0.0712609454040525	0.0745003560137168	0.0550610616622386	0.0527755717789355	0.0571999907415397	-11.1248618077513	-12.8253872991563	-13.9228583696047	-12.9048393212393	-11.3923362471898	-9.61984460381403	-13.5713503913847	-12.1352654111485	-11.8621077268698	0	0	0	0	7.57171968911355e-280	1.80881980215952e-223	0	0	0	Negative	Negative	Negative	Negative	Negative	Negative	Negative	Negative	Negative
APT2	CSM2	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	0.0355638535135736	0.0263002948215338	-0.00919224568239385	0.0171634152045215	0.0474741554085452	0.0522013661244129	0.0423332945686836	0.0157842156612217	0.0227709917417685	1.03401811724576	1.05260460024915	1.019888469044	1.04089275595082	1.0754695205225	1.04763396542006	1.05159269168193	1.06442240827911	1.06099123567414	0.990523483134781	0.98685584690095	0.937230208960955	0.976786379858919	0.987143437152257	0.987828786161484	0.972933710612985	1.00433701153913	1.00142415265412	1.06149051364598	1.0695990621936	0.948582071086899	1.03687311169144	1.10811183255342	1.09003841876657	1.06629370902216	1.09043209907766	1.08825515336611	0.0255604502278528	0.0392029242255324	0.0359999495719344	0.0410313800671973	0.0474747802796274	0.0543621009615038	0.0361534326599703	0.0379803693758344	0.036736770185204	0.025290744148814	0.0361042161310265	0.0320247729395885	0.038999085981008	0.0514625675649486	0.0499995291490422	0.0365630655465497	0.0380695870793868	0.0369796435514502	0.00903225386018209	0.0192853879647906	0.0136697305593564	0.0129520896149852	0.0187203026284739	0.0192617250989902	0.0136769263544546	0.0115257141451733	0.019153487804884	0.0374198624476864	0.0572875473576226	0.0487401065548032	0.0582235824097611	0.0752082475408822	0.0772285231140245	0.0538929479078488	0.0564156831378397	0.0569123843764785	0.9504004340821	0.459092700501767	-0.188597160165379	0.294784595762766	0.631236027441523	0.675933761511143	0.785507124996559	0.279784180272289	0.400106092746654	0.136898824798944	0.52906959332696	0.322299701880233	0.227944442800967	0.269558815672334	0.397901323893762	0.479181531829217	0.353715329963212	0.562623303246204	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
CLA4	CSM2	NA	no	DNA_repair	DNA_repair	0.042223	-0.131099	NEUTRAL	AGGRAVATING	0.0047056633978966	0.00707740114785513	-0.25622449242953	-0.0376068920657498	-0.0109818782343156	-0.866209495165712	-0.874863810571783	-0.797902865440666	-0.861790680755206	0.940883969200111	0.902380829284145	0.881187089618011	0.897153894466247	0.942798486314622	0.879997317861939	0.911760592308003	0.848133619402184	0.873164437963672	0.99591880283952	1.00302614443655	0.932245477334964	0.982700172866057	0.952861592088686	0.988783455949832	0.96158577642016	1.00516325308755	0.991878925643638	0.940939767810197	0.909821837146354	0.564865172070964	0.840911117097286	0.886279668236444	0	0	0.0476526057091102	0	0.0187912100819425	0.0267108044118279	0.0253455609136537	0.0291625649016615	0.0329331370736284	0.038460563589839	0.0259787989016436	0.0259558296454122	0.025233308114099	0.0200003423846892	0.0282862712421823	0.0256053629895313	0.0299544812876997	0.0419509098373685	0.0406698524472461	0.0300077790177172	0.0307647799773421	0.029840529772075	0.00691239218858301	0.014752148382843	0.0103961365779137	0.00991315394743289	0.0141310545839729	0.0147127314551293	0.0104318611145676	0.00862072953766327	0.0145539996950191	0.0274086539897911	0.0396894667427736	0.0342448103739069	0.0403513476603046	0.0524048210401952	0.0540588490731712	0.0384176814087677	0.0379800105532523	0.0390022213099151	0.171685315143506	0.178319381152778	-7.48214078664492	-0.931986023920221	-0.209558548552096	-16.0234542543304	-22.772426093682	-21.0084950956482	-22.0959384314894	0.391333802427157	0.450068764265369	5.78102524901857e-181	0.000325635695547037	0.409960237354649	0	0	0	0	Expected	Expected	Negative	Expected	Expected	Negative	Negative	Negative	Negative
CSM2	CSM2	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA	-0.489107986697056	-0.746294079960118	-0.723815579901476	-0.800823285549485	-0.743737415008607	-0.758909521657526	-0.634372037697751	-0.895214437989277	-0.708387519855196	0.975301125066878	0.967425958911466	0.900304641007722	0.975823590465847	0.995747566592206	0.978086326915089	0.989808694500181	0.969287613935754	0.972857600268743	1.01951503502509	1.03885472732981	0.953105006985897	1.02262102539994	0.973715941450665	1.02951263989049	0.985402669104192	1.06257077397207	1.03433552554784	0.505223980479341	0.258694885009911	0.134258518289978	0.197066770400587	0.225831881826425	0.248100684335793	0.340979367817717	0.13468548774463	0.297808787364285	0.0301701471422822	0.0460078384305532	0.0413652146665202	0.0482108375749305	0.0539213782636047	0.0648839827870999	0.0430038767443395	0.04205624228416	0.0411892798673837	0.0317015208282282	0.0454669797936732	0.0403407192266108	0.0481277520001983	0.0698658867297045	0.0658001863374793	0.0483789797211705	0.0486176985444545	0.0468214173943653	0.0109227532645427	0.0232773400482226	0.0164695171399668	0.0156721971039834	0.0223678269646597	0.0231876712041849	0.0164864977028367	0.0136322834634613	0.023012784374128	0.0449426353599838	0.0689475462508885	0.0560290416736943	0.0697751095689388	0.0903400100652791	0.0956267316840734	0.0660406022321134	0.0663257412699091	0.0664228835871338	-10.8829396135624	-10.8240846925064	-12.9185786206532	-11.4772057041094	-8.23264702396188	-7.93616500629522	-9.60578820084224	-13.4972398475917	-10.66481130597	0	0	0	0	2.72785757940325e-145	2.69025191626352e-153	7.22732893961607e-216	0	7.24305446555974e-251	Negative	Negative	Negative	Negative	Negative	Negative	Negative	Negative	Negative
APT2	CSM3	NA	no	Neutral	DNA_repair	NA	NA	NA	NA	0.0229863435010164	0.0278568207355827	0.00931182795698258	0.0220677062979945	-0.0305264215918177	0.0222372666782257	0.00735949828165613	0.00849351244085485	0.0145925374121526	1.04495427348869	1.06362138485242	1.04693009457462	1.0550347582104	1.12318512205938	1.08034623989188	1.05976072252995	1.06721837272827	1.06079134078361	0.919466283949297	0.870759841394426	0.856804578840715	0.844530971581264	0.971819502804579	0.910821563275953	0.921889684602557	0.869605166645782	0.90294458049133	0.983042595762852	0.951783259152114	0.902696656014526	0.911076286080819	1.06049453494577	1.00585111228318	0.983116476572035	0.93105168130479	0.968633920343429	0.0219856740031347	0.0333480086929478	0.0303389841137369	0.0360347440531608	0.041037039078402	0.0458400441059877	0.0304190319770143	0.0327079544150139	0.0313075596023956	0.0205982499001359	0.0285933198847301	0.0256036114469136	0.0309422497096331	0.0373246152817993	0.0383076790677789	0.0279874868057631	0.0295494236435761	0.0294382467467996	0.00773451308216343	0.0164480528599478	0.0116180830801921	0.0111070503421754	0.015650342353063	0.0164034980441331	0.01165537453783	0.00961684355336502	0.0162314405715296	0.0305098361940953	0.0450868982389115	0.0390323770471723	0.0458912340327979	0.0598829648734282	0.0610219909370246	0.0424453301047098	0.0434713014408798	0.0450549177863523	0.753407634009686	0.61784735308186	0.238566765885891	0.480869751339069	-0.509768039313683	0.364413981529623	0.173387702805014	0.195382060332513	0.323883343464293	0.34587830701267	0.130554955801967	0.105637567535343	0.175000639146552	0.48679805837393	0.577390935010273	0.499636975857184	0.173754374882583	0.459907135596429	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
CLA4	CSM3	NA	no	DNA_repair	DNA_repair	0.031025	-0.019782	NEUTRAL	NEUTRAL	-0.0324315175688004	-0.0594133456035045	-0.0425054518325319	-0.401637853302136	-0.0575995108181053	-0.465450447870011	-0.00487447556864112	-0.0355406806308045	-0.30944645985916	0.956518766958168	0.919453573838826	0.906057808599871	0.912772493335	0.974990940239016	0.909928924094076	0.928719758585678	0.85894210780544	0.887571597057437	0.895750451075253	0.837874437285861	0.809670972910219	0.802189000473653	0.927128558667354	0.876413639190621	0.882004916440219	0.793622718955256	0.836057343487942	0.824657053012987	0.711943591622867	0.692369188580583	0.332063750019774	0.844399464330959	0.33001946356764	0.81384513668	0.645747644912785	0.43190111206964	0.0172688684516731	0.0245643194341392	0.0232573429484324	0.0271038797018285	0.0302244051309236	0.0352194207053442	0.023718195569724	0.0243116027295626	0.0233765478439422	0.0170653677726646	0.0232162248921374	0.021451473510884	0.0246755274383809	0.0305229519750217	0.0320214184070505	0.0236237507801568	0.0250088338898514	0.0249143353388812	0.00632986646417521	0.0135889505931073	0.00957561906798382	0.00912847476796756	0.0128550345750777	0.0135636667548213	0.00957050332468855	0.00801658030266886	0.0134124146472959	0.0233535460584003	0.0325631031299686	0.028669688503673	0.0324788557015455	0.0427981214678961	0.0445768542168638	0.0318063686307413	0.0299642510217143	0.0324603626637594	-1.38871919012636	-1.8245603119079	-1.48259203538561	-12.3661331234346	-1.34584203330775	-10.4415274708624	-0.153254702705353	-1.18610275307896	-9.53305614803384	3.00866114025879e-06	1.10584877882393e-05	0.000161586391169325	0	0.00547122056791891	9.17514262334168e-267	0.365712678058173	0.0100369185371837	9.06943228115081e-203	Expected	Expected	Expected	Negative	Expected	Negative	Expected	Expected	Negative
CSM2	CSM3	NA	no	DNA_repair	DNA_repair	-0.030523	0.017655	NEUTRAL	NEUTRAL	-0.00302069981091088	-0.0270990103990816	-0.017876136009522	-0.0709077466332072	-0.00582003955861571	-0.0344753546358151	0.0034545021544792	-0.0202739571564089	-0.00412230248787065	1.00087659934563	0.993462981409763	0.951936772708193	1.00022026302608	1.05415395200937	1.02651467184807	1.01080194718714	0.981907661768873	0.987706642299743	0.968955031978689	0.950294120660005	0.887392492424046	0.918845800257815	0.959293537194391	0.970798622322649	0.945208737813078	0.94328150959912	0.956002564210531	0.968074659107353	0.919244239965814	0.830249145668896	0.850641890518083	1.00628268431841	0.964987643488883	0.959722426918681	0.907469703591682	0.941340873428285	0.0176457629513591	0.0269513282151009	0.0240057619094815	0.0291934044564516	0.0328430820771157	0.0378057123871086	0.0247987127377511	0.0255128791505248	0.0242824309043211	0.0176991407601178	0.0248919045017094	0.0222886180849644	0.0264594331898427	0.0357057681999936	0.0352261346652334	0.0259300260632657	0.0264719351448051	0.0257811810508592	0.00635387843430397	0.0136636193042023	0.00964761907219333	0.00928133147755531	0.0133346650630641	0.0136441355653673	0.00962392943598252	0.00810496954644762	0.0134343445885467	0.0253502291606126	0.0378757444324	0.0313691814323089	0.0384632843096094	0.0509857751572974	0.0530197491337042	0.0363620638858617	0.0360366776796461	0.0368313564400627	-0.11915867867594	-0.715471360502166	-0.569863005450004	-1.84351773141463	-0.114150261335837	-0.650236095023305	0.095002917472525	-0.562592293791274	-0.111923721695644	0.535928639223175	0.00639827012733543	0.0113082130833048	3.68825770905012e-14	0.48679805837393	0.0508444898493183	0.265342662331919	0.0308436755349211	0.565300717496947	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected	Expected
CSM3	CSM3	0	YES	DNA_repair	DNA_repair	NA	NA	NA	NA	-0.521474997289022	-0.653688670587691	-0.646440582220924	-0.6911755729705	-0.819907699609009	-0.888852744612446	-0.652710907331649	-0.64599073349957	-0.568294888090327	1.01746863385424	1.01187453774238	0.988507811802757	1.01971233541818	1.10336514954179	1.06173173732433	1.02512929128188	0.992019773719772	0.99820424165339	0.891279287236649	0.827029004351208	0.794747413411245	0.788863564484947	0.941576810107271	0.89006261485918	0.886397627314106	0.796486052327793	0.842743011211442	0.385387786971642	0.183261336961399	0.139163856630229	0.113155674229048	0.219136291500491	0.056202624429918	0.255965904256888	0.144141820356696	0.272925116003974	0.0215169996254643	0.0324628518318513	0.0286993522027366	0.035718176219286	0.0399773770497397	0.0451136462145737	0.0296444489807216	0.0311839395194209	0.0295622778487898	0.0203585567788873	0.0277641632166899	0.0251576947980847	0.0294516244588365	0.0365481941857423	0.0381264202893236	0.0280488602648499	0.0291153805172132	0.0290153039227432	0.0077112276746143	0.0164866781625242	0.011642475931364	0.0110573531434402	0.0157258077204533	0.0164583476303858	0.0116419752891687	0.00964673236330821	0.0162212449358148	0.0292647087012337	0.0422154170085473	0.0357068074565964	0.0426251938293596	0.0573579276265067	0.0593370296661183	0.0406663450825617	0.039305176150988	0.041510762912224	-17.8192444221062	-15.4845958398407	-18.1041271473712	-16.2151889733913	-14.2945837399834	-14.9797310315987	-16.050395136482	-16.435258578108	-13.6903021824004	0	0	0	0	0	0	0	0	0	Negative	Negative	Negative	Negative	Negative	Negative	Negative	Negative	Negative
